anchor_id,anchor_text,target_id,target_text,source,target
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.4,"The limits on authentication attempts used in mechanism IAM-03.3 for user accounts under the responsibility of the CSP shall be based on the risks on the accounts, associated access rights and authentication mechanisms",Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.5,"The CSP shall document a process to monitor stolen and compromised credentials and lock any pending account for which an issue is identified, pending a review by an authorized person",Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.6,The CSP shall implement the process in IAM-03.5 on all user accounts under its responsibility to which privileged access rights are assigned,Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.7,The CSP shall implement the process in IAM-03.5 on all user accounts under its responsibility,Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.8,Approval from authorised personnel or system components is required to unlock accounts locked automatically,Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.9,The CSP shall define and implement an automated mechanism to revoke user accounts that have been blocked by another automatic mechanism after a certain period of time,Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.10,The automated mechanism in IAM-03.9 shall revoke user accounts under the responsibility of the CSP after they have been blocked for six (6) months.,Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.11,The CSP shall automatically monitor the implemented automated mechanisms to guarantee their compliance with IAM-03,Fabasoft Metrics,EUCS (via BSI C5)
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.12,The CSP shall automatically monitor the environmental conditions of authentication attempts and flag suspicious events to the corresponding user or to authorized persons,Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.1,"The CSP shall document, communicate and make available to all users under its responsibility rules and recommendations for the management of credentials, including at least:  Non-reuse of credentials  Trade-offs between entropy and ability to memorize  Recommendations for renewal of passwords  Rules on storage of passwords",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.2,"The CSP rules and recommendations defined in IAM-08.1 shall address at least the following aspects:  Recommendations on password managers  Recommendation to specifically address classical attacks, including phishing, social attacks, and whaling",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.3,The CSP shall require users to whom authentication credentials are provided to sign a declaration in which they assure that they treat personal (or shared) authentication confidentially and keep it exclusively for themselves,Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.4,Passwords shall be only stored using cryptographically strong hash functions (cf. CKM-01),Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.5,"If cryptographic authentication mechanisms are used, they shall follow the policies and procedures from CKM-01.",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.6,"When creating credentials, compliance with specifications is enforced automatically as far as technically possible",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.7,"When a credential associated to a personal account is changed or renewed, the person associated to that account shall be notified",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.8,"Any password communicated to a user through e-mail, message or similar shall be changed by the user after its first use, and its validity shall not exceed 14 days after communication to the user",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-08.9,"The CSP shall make available to the CSC the rules and recommendations that shall or may apply to the users under their responsibility, and provide the CSC with tools to manage and enforce these rules",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.1,"The CSP shall document and implement a policy and procedures about authentication mechanisms, covering at least the following aspects:  The selection of mechanisms suitable for every type of account and each level of risk;  The protection of credentials used by the authentication mechanism;  The generation and distribution of credentials for new accounts;  Rules for the renewal of credentials, including periodic renewals, renewals in case of loss or compromise; and  Rules on the required strength of credentials, together with mechanisms to communicate and enforce the rules;",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.2,"The access to all environments of the CSP shall be authenticated, including non-production environments",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.3,The access to the production environment of the CSP shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.4,The access to all environments of the CSP containing CSC data shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.5,"Within an environment, user authentication shall be performed through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.6,"For access to non-personal shared accounts, the CSP shall implement measures that require the users to be authenticated with their personal account before being able to access these technical accounts",Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.7,All authentication mechanisms shall include a mechanism to block an account after a predefined number of unsuccessful attempts,Fabasoft Metrics,EUCS (via BSI C5)
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",IAM-07.8,The CSP shall offer strong authentication methods to the CSC for use with the accounts under their responsibility,Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.1,"The CSP shall document, communicate and make available to all users under its responsibility rules and recommendations for the management of credentials, including at least:  Non-reuse of credentials  Trade-offs between entropy and ability to memorize  Recommendations for renewal of passwords  Rules on storage of passwords",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.2,"The CSP rules and recommendations defined in IAM-08.1 shall address at least the following aspects:  Recommendations on password managers  Recommendation to specifically address classical attacks, including phishing, social attacks, and whaling",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.3,The CSP shall require users to whom authentication credentials are provided to sign a declaration in which they assure that they treat personal (or shared) authentication confidentially and keep it exclusively for themselves,Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.4,Passwords shall be only stored using cryptographically strong hash functions (cf. CKM-01),Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.5,"If cryptographic authentication mechanisms are used, they shall follow the policies and procedures from CKM-01.",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.6,"When creating credentials, compliance with specifications is enforced automatically as far as technically possible",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.7,"When a credential associated to a personal account is changed or renewed, the person associated to that account shall be notified",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.8,"Any password communicated to a user through e-mail, message or similar shall be changed by the user after its first use, and its validity shall not exceed 14 days after communication to the user",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.9,"The CSP shall make available to the CSC the rules and recommendations that shall or may apply to the users under their responsibility, and provide the CSC with tools to manage and enforce these rules",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.1,"The CSP shall document and implement a policy and procedures about authentication mechanisms, covering at least the following aspects:  The selection of mechanisms suitable for every type of account and each level of risk;  The protection of credentials used by the authentication mechanism;  The generation and distribution of credentials for new accounts;  Rules for the renewal of credentials, including periodic renewals, renewals in case of loss or compromise; and  Rules on the required strength of credentials, together with mechanisms to communicate and enforce the rules;",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.2,"The access to all environments of the CSP shall be authenticated, including non-production environments",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.3,The access to the production environment of the CSP shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.4,The access to all environments of the CSP containing CSC data shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.5,"Within an environment, user authentication shall be performed through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.6,"For access to non-personal shared accounts, the CSP shall implement measures that require the users to be authenticated with their personal account before being able to access these technical accounts",Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.7,All authentication mechanisms shall include a mechanism to block an account after a predefined number of unsuccessful attempts,Fabasoft Metrics,EUCS (via BSI C5)
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-07.8,The CSP shall offer strong authentication methods to the CSC for use with the accounts under their responsibility,Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.1,"The CSP shall document and implement a policy and procedures about authentication mechanisms, covering at least the following aspects:  The selection of mechanisms suitable for every type of account and each level of risk;  The protection of credentials used by the authentication mechanism;  The generation and distribution of credentials for new accounts;  Rules for the renewal of credentials, including periodic renewals, renewals in case of loss or compromise; and  Rules on the required strength of credentials, together with mechanisms to communicate and enforce the rules;",Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.2,"The access to all environments of the CSP shall be authenticated, including non-production environments",Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.3,The access to the production environment of the CSP shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.4,The access to all environments of the CSP containing CSC data shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.5,"Within an environment, user authentication shall be performed through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security",Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.6,"For access to non-personal shared accounts, the CSP shall implement measures that require the users to be authenticated with their personal account before being able to access these technical accounts",Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.7,All authentication mechanisms shall include a mechanism to block an account after a predefined number of unsuccessful attempts,Fabasoft Metrics,EUCS (via BSI C5)
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",IAM-07.8,The CSP shall offer strong authentication methods to the CSC for use with the accounts under their responsibility,Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.1,"The CSP shall document and implement a policy and procedures about authentication mechanisms, covering at least the following aspects:  The selection of mechanisms suitable for every type of account and each level of risk;  The protection of credentials used by the authentication mechanism;  The generation and distribution of credentials for new accounts;  Rules for the renewal of credentials, including periodic renewals, renewals in case of loss or compromise; and  Rules on the required strength of credentials, together with mechanisms to communicate and enforce the rules;",Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.2,"The access to all environments of the CSP shall be authenticated, including non-production environments",Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.3,The access to the production environment of the CSP shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.4,The access to all environments of the CSP containing CSC data shall require strong authentication,Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.5,"Within an environment, user authentication shall be performed through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security",Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.6,"For access to non-personal shared accounts, the CSP shall implement measures that require the users to be authenticated with their personal account before being able to access these technical accounts",Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.7,All authentication mechanisms shall include a mechanism to block an account after a predefined number of unsuccessful attempts,Fabasoft Metrics,EUCS (via BSI C5)
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",IAM-07.8,The CSP shall offer strong authentication methods to the CSC for use with the accounts under their responsibility,Fabasoft Metrics,EUCS (via BSI C5)
AnomalyDetectionEnabled,AnomalyDetectionEnabled,CS-01.1,"The CSP shall document, communicate and implement technical safeguards that are suitable to promptly detect and respond to network-based attacks and to ensure the protection of information and information processing systems, in accordance with ISP-02",Fabasoft Metrics,EUCS (via BSI C5)
AnomalyDetectionEnabled,AnomalyDetectionEnabled,CS-01.2,The technical safeguards in CS-01.1 shall be based on the results of a risk analysis carried out according to RM-01.,Fabasoft Metrics,EUCS (via BSI C5)
AnomalyDetectionEnabled,AnomalyDetectionEnabled,CS-01.3,"The CSP shall feed into a SIEM (Security Information and Event Management) system, all data from the technical safeguards implemented so that automatic countermeasures regarding correlating events are initiated",Fabasoft Metrics,EUCS (via BSI C5)
AnomalyDetectionEnabled,AnomalyDetectionEnabled,CS-01.4,The CSP shall implement technical safeguards to ensure that no unknown (physical or virtual) devices join its (physical or virtual) network,Fabasoft Metrics,EUCS (via BSI C5)
AnomalyDetectionEnabled,AnomalyDetectionEnabled,CS-01.5,The CSP shall use different technologies on its technical safeguards to prevent that a single vulnerability leads to the simultaneous breach of several defence lines,Fabasoft Metrics,EUCS (via BSI C5)
SessionManagementMechanism,SessionManagementMechanism,PSS-02.1,A suitable session management system shall be used that at least corresponds to the state- of-the-art and is protected against known attacks,Fabasoft Metrics,EUCS (via BSI C5)
SessionManagementMechanism,SessionManagementMechanism,PSS-02.2,The session management system shall include mechanisms that invalidate a session after it has been detected as inactive.,Fabasoft Metrics,EUCS (via BSI C5)
SessionManagementMechanism,SessionManagementMechanism,PSS-02.3,"If inactivity is detected by time measurement, the time interval shall be configurable by the CSP or – if technically possible – by the CSC",Fabasoft Metrics,EUCS (via BSI C5)
SessionExpirationMechanism,SessionExpirationMechanism,PSS-02.1,A suitable session management system shall be used that at least corresponds to the state- of-the-art and is protected against known attacks,Fabasoft Metrics,EUCS (via BSI C5)
SessionExpirationMechanism,SessionExpirationMechanism,PSS-02.2,The session management system shall include mechanisms that invalidate a session after it has been detected as inactive.,Fabasoft Metrics,EUCS (via BSI C5)
SessionExpirationMechanism,SessionExpirationMechanism,PSS-02.3,"If inactivity is detected by time measurement, the time interval shall be configurable by the CSP or – if technically possible – by the CSC",Fabasoft Metrics,EUCS (via BSI C5)
SessionTimeout,SessionTimeout,PSS-02.1,A suitable session management system shall be used that at least corresponds to the state- of-the-art and is protected against known attacks,Fabasoft Metrics,EUCS (via BSI C5)
SessionTimeout,SessionTimeout,PSS-02.2,The session management system shall include mechanisms that invalidate a session after it has been detected as inactive.,Fabasoft Metrics,EUCS (via BSI C5)
SessionTimeout,SessionTimeout,PSS-02.3,"If inactivity is detected by time measurement, the time interval shall be configurable by the CSP or – if technically possible – by the CSC",Fabasoft Metrics,EUCS (via BSI C5)
TlsVersion,"TlsVersion: Checks that only secure TLS versions (e.g. TLS 1.2, TLS 1.3) are used.",CKM-02.1,The CSP shall define and implement strong encryption mechanisms for the transmission of cloud customer data over public networks,Fabasoft Metrics,EUCS (via BSI C5)
TlsVersion,"TlsVersion: Checks that only secure TLS versions (e.g. TLS 1.2, TLS 1.3) are used.",CKM-02.2,"The CSP shall define, and implement strong encryption mechanisms for the transmission of all data over public networks December 2020",Fabasoft Metrics,EUCS (via BSI C5)
